"Date","Price","Open","High","Low","Vol.","Change %"
"12/25/2019","23,782.87","23,813.59","23,824.85","23,782.87","315.89M","-0.20%"
"12/24/2019","23,830.58","23,839.18","23,853.56","23,796.35","379.31M","0.04%"
"12/23/2019","23,821.11","23,921.29","23,923.09","23,810.82","451.64M","0.02%"
"12/20/2019","23,816.63","23,893.45","23,908.77","23,746.63","703.19M","-0.20%"
"12/19/2019","23,864.85","23,911.46","23,945.53","23,835.29","556.39M","-0.29%"
"12/18/2019","23,934.43","24,023.27","24,046.09","23,919.36","662.68M","-0.55%"
"12/17/2019","24,066.12","24,091.12","24,091.12","23,996.51","639.96M","0.47%"
"12/16/2019","23,952.35","23,955.20","24,036.30","23,950.05","533.16M","-0.29%"
"12/13/2019","24,023.10","23,810.56","24,050.04","23,775.73","1.15B","2.55%"
"12/12/2019","23,424.81","23,449.28","23,468.15","23,360.43","562.95M","0.14%"
"12/11/2019","23,391.86","23,421.14","23,438.43","23,333.63","613.41M","-0.08%"
"12/10/2019","23,410.19","23,372.39","23,449.47","23,336.93","527.60M","-0.09%"
"12/09/2019","23,430.70","23,544.31","23,544.31","23,360.01","558.34M","0.33%"
"12/06/2019","23,354.40","23,347.67","23,412.48","23,338.40","543.92M","0.23%"
"12/05/2019","23,300.09","23,292.70","23,363.44","23,259.82","614.40M","0.71%"
"12/04/2019","23,135.23","23,186.74","23,203.77","23,044.78","581.24M","-1.05%"
"12/03/2019","23,379.81","23,231.14","23,388.18","23,186.84","588.14M","-0.64%"
"12/02/2019","23,529.50","23,388.63","23,562.05","23,378.40","477.25M","1.01%"
"11/29/2019","23,293.91","23,497.44","23,498.77","23,273.37","520.90M","-0.49%"
"11/28/2019","23,409.14","23,458.88","23,482.32","23,367.33","447.84M","-0.12%"
"11/27/2019","23,437.77","23,452.85","23,507.82","23,418.23","521.84M","0.28%"
"11/26/2019","23,373.32","23,451.40","23,608.06","23,350.10","942.77M","0.35%"
"11/25/2019","23,292.81","23,292.85","23,347.18","23,255.39","503.46M","0.78%"
"11/22/2019","23,112.88","23,030.33","23,219.51","23,030.33","555.81M","0.32%"
"11/21/2019","23,038.58","23,071.49","23,108.08","22,726.71","698.01M","-0.48%"
"11/20/2019","23,148.57","23,176.49","23,303.17","23,086.12","657.19M","-0.62%"
"11/19/2019","23,292.65","23,366.36","23,389.53","23,244.93","642.31M","-0.53%"
"11/18/2019","23,416.76","23,304.25","23,420.62","23,271.29","573.00M","0.49%"
"11/15/2019","23,303.32","23,160.53","23,340.77","23,121.59","721.80M","0.70%"
"11/14/2019","23,141.55","23,325.50","23,360.06","23,062.16","799.02M","-0.76%"
"11/13/2019","23,319.87","23,439.25","23,452.63","23,270.93","634.08M","-0.85%"
"11/12/2019","23,520.01","23,336.37","23,545.70","23,312.25","629.78M","0.81%"
"11/11/2019","23,331.84","23,422.13","23,471.82","23,323.02","615.31M","-0.26%"
"11/08/2019","23,391.87","23,550.04","23,591.09","23,313.41","945.63M","0.26%"
"11/07/2019","23,330.32","23,283.14","23,336.00","23,253.32","709.13M","0.11%"
"11/06/2019","23,303.82","23,343.51","23,352.56","23,246.57","774.06M","0.22%"
"11/05/2019","23,251.99","23,118.79","23,328.52","23,090.94","1.02B","1.76%"
"11/01/2019","22,850.77","22,730.49","22,852.72","22,705.60","654.07M","-0.33%"
"10/31/2019","22,927.04","22,910.10","22,988.80","22,875.50","783.15M","0.37%"
"10/30/2019","22,843.12","22,953.17","22,961.23","22,827.93","1.02B","-0.57%"
"10/29/2019","22,974.13","22,950.79","23,008.43","22,935.35","728.98M","0.47%"
"10/28/2019","22,867.27","22,854.44","22,896.22","22,830.57","481.23M","0.30%"
"10/25/2019","22,799.81","22,753.24","22,819.92","22,715.13","571.58M","0.22%"
"10/24/2019","22,750.60","22,725.44","22,780.99","22,704.33","612.71M","0.55%"
"10/23/2019","22,625.38","22,619.77","22,648.81","22,457.89","680.22M","0.34%"
"10/21/2019","22,548.90","22,541.22","22,581.28","22,515.73","484.20M","0.25%"
"10/18/2019","22,492.68","22,528.56","22,649.85","22,466.26","592.38M","0.18%"
"10/17/2019","22,451.86","22,451.15","22,522.39","22,424.92","578.29M","-0.09%"
"10/16/2019","22,472.92","22,479.57","22,615.47","22,434.35","787.21M","1.20%"
"10/15/2019","22,207.21","22,063.71","22,219.63","22,049.71","744.61M","1.87%"
"10/11/2019","21,798.87","21,749.93","21,820.77","21,658.27","673.99M","1.15%"
"10/10/2019","21,551.98","21,456.27","21,601.46","21,308.88","599.29M","0.45%"
"10/09/2019","21,456.38","21,359.84","21,467.77","21,359.84","554.12M","-0.61%"
"10/08/2019","21,587.78","21,494.48","21,629.24","21,483.18","607.85M","0.99%"
"10/07/2019","21,375.25","21,445.73","21,475.28","21,328.26","474.43M","-0.16%"
"10/04/2019","21,410.20","21,316.18","21,410.20","21,276.01","577.50M","0.32%"
"10/03/2019","21,341.74","21,422.22","21,437.74","21,277.36","677.11M","-2.01%"
"10/02/2019","21,778.61","21,744.62","21,795.01","21,725.23","633.26M","-0.49%"
"10/01/2019","21,885.24","21,831.44","21,938.77","21,811.98","623.26M","0.59%"
"09/30/2019","21,755.84","21,793.83","21,811.98","21,666.60","698.59M","-0.56%"
"09/27/2019","21,878.90","21,934.93","21,955.79","21,733.69","763.94M","-0.77%"
"09/26/2019","22,048.24","22,160.52","22,184.91","21,986.24","816.31M","0.13%"
"09/25/2019","22,020.15","21,961.82","22,036.48","21,906.00","616.06M","-0.36%"
"09/24/2019","22,098.84","22,095.35","22,168.74","22,077.94","683.76M","0.09%"
"09/20/2019","22,079.09","22,130.74","22,204.75","22,047.90","850.33M","0.16%"
"09/19/2019","22,044.45","22,064.46","22,255.56","22,003.30","781.60M","0.38%"
"09/18/2019","21,960.71","22,014.65","22,027.86","21,942.03","693.98M","-0.18%"
"09/17/2019","22,001.32","21,947.59","22,041.08","21,878.63","815.24M","0.06%"
"09/13/2019","21,988.29","21,907.83","22,019.66","21,820.94","1.16B","1.05%"
"09/12/2019","21,759.61","21,761.09","21,825.92","21,743.96","960.34M","0.75%"
"09/11/2019","21,597.76","21,466.66","21,619.21","21,437.82","1.10B","0.96%"
"09/10/2019","21,392.10","21,363.57","21,438.35","21,350.35","923.75M","0.35%"
"09/09/2019","21,318.42","21,214.56","21,333.51","21,182.26","578.11M","0.56%"
"09/06/2019","21,199.57","21,201.83","21,241.29","21,145.81","710.96M","0.54%"
"09/05/2019","21,085.94","20,800.29","21,164.61","20,787.93","829.63M","2.12%"
"09/04/2019","20,649.14","20,578.67","20,694.35","20,554.16","515.28M","0.12%"
"09/03/2019","20,625.16","20,581.58","20,662.23","20,578.02","453.52M","0.02%"
"09/02/2019","20,620.19","20,625.75","20,667.56","20,614.29","423.99M","-0.41%"
"08/30/2019","20,704.37","20,641.49","20,748.35","20,633.30","719.95M","1.19%"
"08/29/2019","20,460.93","20,500.50","20,520.68","20,361.12","550.71M","-0.09%"
"08/28/2019","20,479.42","20,474.31","20,511.21","20,433.31","514.89M","0.11%"
"08/27/2019","20,456.08","20,467.22","20,529.94","20,439.92","607.85M","0.96%"
"08/26/2019","20,261.04","20,325.44","20,329.01","20,173.76","698.51M","-2.17%"
"08/23/2019","20,710.91","20,579.98","20,719.31","20,579.98","507.02M","0.40%"
"08/22/2019","20,628.01","20,706.07","20,731.19","20,584.29","546.33M","0.05%"
"08/21/2019","20,618.57","20,489.97","20,626.05","20,482.62","529.84M","-0.28%"
"08/20/2019","20,677.22","20,605.35","20,684.06","20,582.01","501.32M","0.55%"
"08/19/2019","20,563.16","20,590.47","20,633.90","20,502.66","505.71M","0.71%"
"08/16/2019","20,418.81","20,323.97","20,465.71","20,300.35","584.39M","0.06%"
"08/15/2019","20,405.65","20,324.25","20,419.88","20,184.85","681.69M","-1.21%"
"08/14/2019","20,655.13","20,669.99","20,697.42","20,581.17","609.36M","0.98%"
"08/13/2019","20,455.44","20,432.68","20,503.38","20,369.27","729.38M","-1.11%"
"08/09/2019","20,684.82","20,758.15","20,782.06","20,676.92","657.21M","0.44%"
"08/08/2019","20,593.35","20,529.29","20,682.24","20,462.98","667.82M","0.37%"
"08/07/2019","20,516.56","20,548.07","20,570.19","20,406.52","758.84M","-0.33%"
"08/06/2019","20,585.31","20,325.52","20,607.83","20,110.76","925.44M","-0.65%"
"08/05/2019","20,720.29","20,909.98","20,941.83","20,514.19","884.51M","-1.74%"
"08/02/2019","21,087.16","21,211.06","21,211.06","20,960.09","942.98M","-2.11%"
"08/01/2019","21,540.99","21,361.58","21,556.69","21,288.90","780.37M","0.09%"
"07/31/2019","21,521.53","21,526.38","21,589.11","21,476.07","788.83M","-0.86%"
"07/30/2019","21,709.31","21,681.82","21,792.98","21,665.86","562.22M","0.43%"
"07/29/2019","21,616.80","21,627.55","21,652.95","21,518.70","485.15M","-0.19%"
"07/26/2019","21,658.15","21,700.20","21,709.74","21,590.66","490.60M","-0.45%"
"07/25/2019","21,756.55","21,715.95","21,823.07","21,715.69","483.83M","0.22%"
"07/24/2019","21,709.57","21,726.98","21,744.88","21,677.71","526.96M","0.41%"
"07/23/2019","21,620.88","21,425.44","21,686.53","21,411.93","495.76M","0.95%"
"07/22/2019","21,416.79","21,394.75","21,445.03","21,317.85","483.50M","-0.23%"
"07/19/2019","21,466.99","21,146.50","21,474.30","21,121.90","597.08M","2.00%"
"07/18/2019","21,046.24","21,336.80","21,347.84","20,993.44","723.96M","-1.97%"
"07/17/2019","21,469.18","21,474.63","21,488.27","21,380.55","549.15M","-0.31%"
"07/16/2019","21,535.25","21,644.38","21,655.52","21,514.89","513.07M","-0.69%"
"07/12/2019","21,685.90","21,720.14","21,720.14","21,589.83","467.99M","0.20%"
"07/11/2019","21,643.53","21,547.19","21,649.93","21,532.57","510.94M","0.51%"
"07/10/2019","21,533.48","21,499.46","21,601.86","21,488.22","607.16M","-0.15%"
"07/09/2019","21,565.15","21,598.15","21,687.29","21,508.22","555.54M","0.14%"
"07/08/2019","21,534.35","21,665.79","21,672.65","21,499.57","534.58M","-0.98%"
"07/05/2019","21,746.38","21,703.61","21,746.38","21,647.73","461.63M","0.20%"
"07/04/2019","21,702.45","21,740.93","21,755.63","21,672.50","389.85M","0.30%"
"07/03/2019","21,638.16","21,684.07","21,708.72","21,566.65","567.02M","-0.53%"
"07/02/2019","21,754.27","21,699.43","21,784.22","21,697.31","564.11M","0.11%"
"07/01/2019","21,729.97","21,566.27","21,758.34","21,559.17","689.82M","2.13%"
"06/28/2019","21,275.92","21,282.22","21,324.93","21,199.85","639.83M","-0.29%"
"06/27/2019","21,338.17","21,156.88","21,338.17","21,123.97","632.28M","1.19%"
"06/26/2019","21,086.59","21,067.68","21,129.64","21,035.84","519.06M","-0.51%"
"06/25/2019","21,193.81","21,238.07","21,313.77","21,114.47","556.11M","-0.43%"
"06/24/2019","21,285.99","21,223.56","21,317.86","21,185.67","445.42M","0.13%"
"06/21/2019","21,258.64","21,487.67","21,497.82","21,221.70","918.21M","-0.95%"
"06/20/2019","21,462.86","21,417.74","21,491.39","21,377.27","573.61M","0.60%"
"06/19/2019","21,333.87","21,223.17","21,358.72","21,213.43","660.88M","1.72%"
"06/18/2019","20,972.71","21,111.77","21,153.65","20,924.19","562.67M","-0.72%"
"06/17/2019","21,124.00","21,094.96","21,185.25","21,044.62","505.82M","0.03%"
"06/14/2019","21,116.89","21,049.41","21,119.73","20,971.18","623.44M","0.40%"
"06/13/2019","21,032.00","21,040.91","21,111.23","20,932.13","677.08M","-0.46%"
"06/12/2019","21,129.72","21,130.39","21,259.70","21,118.75","582.36M","-0.35%"
"06/11/2019","21,204.28","21,099.54","21,227.18","21,066.62","536.72M","0.33%"
"06/10/2019","21,134.42","21,095.40","21,166.12","21,077.95","599.68M","1.20%"
"06/07/2019","20,884.71","20,859.78","20,907.77","20,816.58","522.70M","0.53%"
"06/06/2019","20,774.04","20,745.84","20,842.28","20,745.84","614.23M","-0.01%"
"06/05/2019","20,776.10","20,667.89","20,800.64","20,646.15","744.71M","1.80%"
"06/04/2019","20,408.54","20,435.86","20,464.57","20,289.64","713.00M","-0.01%"
"06/03/2019","20,410.88","20,327.87","20,438.03","20,305.74","695.25M","-0.92%"
"05/31/2019","20,601.19","20,785.21","20,823.10","20,581.58","814.51M","-1.63%"
"05/30/2019","20,942.53","20,881.50","20,942.53","20,809.29","604.99M","-0.29%"
"05/29/2019","21,003.37","21,055.42","21,071.73","20,884.61","721.55M","-1.21%"
"05/28/2019","21,260.14","21,187.17","21,297.70","21,177.27","1.02B","0.37%"
"05/27/2019","21,182.58","21,148.46","21,232.38","21,113.76","429.01M","0.31%"
"05/24/2019","21,117.22","20,980.79","21,117.22","20,922.00","698.31M","-0.16%"
"05/23/2019","21,151.14","21,180.24","21,209.56","21,072.72","658.64M","-0.62%"
"05/22/2019","21,283.37","21,373.52","21,404.54","21,266.98","665.38M","0.05%"
"05/21/2019","21,272.45","21,211.26","21,318.80","21,160.43","723.21M","-0.14%"
"05/20/2019","21,301.73","21,305.97","21,430.06","21,282.65","671.33M","0.24%"
"05/17/2019","21,250.09","21,246.86","21,398.85","21,199.98","780.73M","0.89%"
"05/16/2019","21,062.98","21,153.20","21,153.20","20,951.67","849.62M","-0.59%"
"05/15/2019","21,188.56","21,112.85","21,191.53","20,968.08","866.63M","0.58%"
"05/14/2019","21,067.23","20,870.77","21,077.48","20,751.45","929.62M","-0.59%"
"05/13/2019","21,191.28","21,180.74","21,277.66","21,127.93","768.21M","-0.72%"
"05/10/2019","21,344.92","21,431.81","21,584.09","21,175.33","1.02B","-0.27%"
"05/09/2019","21,402.13","21,492.91","21,559.76","21,315.07","999.11M","-0.93%"
"05/08/2019","21,602.59","21,628.04","21,639.12","21,514.85","884.46M","-1.46%"
"05/07/2019","21,923.72","22,184.40","22,190.49","21,875.11","934.91M","-1.51%"
"04/26/2019","22,258.73","22,167.48","22,270.29","22,073.10","740.80M","-0.22%"
"04/25/2019","22,307.58","22,183.32","22,334.69","22,155.23","652.75M","0.48%"
"04/24/2019","22,200.00","22,356.83","22,362.92","22,125.48","700.36M","-0.27%"
"04/23/2019","22,259.74","22,241.74","22,268.37","22,119.94","535.79M","0.19%"
"04/22/2019","22,217.90","22,188.62","22,280.19","22,099.38","441.69M","0.08%"
"04/19/2019","22,200.56","22,238.07","22,250.37","22,162.23","498.21M","0.50%"
"04/18/2019","22,090.12","22,274.13","22,305.63","22,058.39","693.55M","-0.84%"
"04/17/2019","22,277.97","22,236.41","22,345.19","22,185.87","776.60M","0.25%"
"04/16/2019","22,221.66","22,108.15","22,261.33","22,095.32","590.95M","0.24%"
"04/15/2019","22,169.11","22,122.97","22,211.03","22,102.93","681.43M","1.37%"
"04/12/2019","21,870.56","21,782.35","21,878.78","21,698.71","634.65M","0.73%"
"04/11/2019","21,711.38","21,662.65","21,721.42","21,627.87","630.65M","0.11%"
"04/10/2019","21,687.57","21,579.68","21,687.57","21,571.67","605.02M","-0.53%"
"04/09/2019","21,802.59","21,750.29","21,811.88","21,698.42","559.51M","0.19%"
"04/08/2019","21,761.65","21,900.55","21,900.55","21,740.53","563.26M","-0.21%"
"04/05/2019","21,807.50","21,743.14","21,839.18","21,731.34","602.89M","0.38%"
"04/04/2019","21,724.95","21,724.69","21,787.60","21,662.90","596.94M","0.05%"
"04/03/2019","21,713.21","21,563.64","21,722.72","21,489.95","705.68M","0.97%"
"04/02/2019","21,505.31","21,744.64","21,744.64","21,490.56","732.24M","-0.02%"
"04/01/2019","21,509.03","21,500.89","21,682.94","21,471.12","798.21M","1.43%"
"03/29/2019","21,205.81","21,228.51","21,267.25","21,149.42","635.38M","0.82%"
"03/28/2019","21,033.76","21,191.32","21,191.32","20,974.19","733.10M","-1.61%"
"03/27/2019","21,378.73","21,353.61","21,388.59","21,242.52","782.56M","-0.23%"
"03/26/2019","21,428.39","21,174.34","21,460.99","21,174.34","1.04B","2.15%"
"03/25/2019","20,977.11","21,267.41","21,275.43","20,911.57","801.45M","-3.01%"
"03/22/2019","21,627.34","21,713.26","21,713.26","21,542.03","813.48M","0.09%"
"03/20/2019","21,608.92","21,548.65","21,614.17","21,499.16","673.20M","0.20%"
"03/19/2019","21,566.85","21,558.43","21,585.55","21,425.79","617.70M","-0.08%"
"03/18/2019","21,584.50","21,576.36","21,612.67","21,500.32","568.96M","0.62%"
"03/15/2019","21,450.85","21,376.73","21,521.68","21,374.85","857.90M","0.77%"
"03/14/2019","21,287.02","21,474.58","21,522.75","21,287.02","660.94M","-0.02%"
"03/13/2019","21,290.24","21,425.77","21,474.17","21,198.99","681.77M","-0.99%"
"03/12/2019","21,503.69","21,361.61","21,568.48","21,348.81","698.57M","1.79%"
"03/11/2019","21,125.09","21,062.75","21,145.94","20,938.00","573.25M","0.47%"
"03/08/2019","21,025.56","21,339.17","21,359.32","20,993.07","1.03B","-2.01%"
"03/07/2019","21,456.01","21,456.88","21,472.16","21,402.12","774.96M","-0.65%"
"03/06/2019","21,596.81","21,659.03","21,684.60","21,550.45","588.58M","-0.60%"
"03/05/2019","21,726.28","21,712.80","21,798.38","21,659.04","610.39M","-0.44%"
"03/04/2019","21,822.04","21,812.81","21,860.39","21,740.92","609.23M","1.02%"
"03/01/2019","21,602.69","21,490.02","21,641.58","21,490.02","644.74M","1.02%"
"02/28/2019","21,385.16","21,536.55","21,536.55","21,364.09","737.24M","-0.79%"
"02/27/2019","21,556.51","21,504.61","21,578.81","21,492.65","698.29M","0.50%"
"02/26/2019","21,449.39","21,556.02","21,610.88","21,405.84","580.57M","-0.37%"
"02/25/2019","21,528.23","21,567.66","21,590.03","21,505.07","533.64M","0.48%"
"02/22/2019","21,425.51","21,376.36","21,451.23","21,348.67","539.89M","-0.18%"
"02/21/2019","21,464.23","21,422.31","21,553.35","21,318.74","704.96M","0.15%"
"02/20/2019","21,431.49","21,346.04","21,494.85","21,315.39","615.07M","0.60%"
"02/19/2019","21,302.65","21,256.58","21,344.17","21,217.16","552.65M","0.10%"
"02/18/2019","21,281.85","21,217.32","21,306.36","21,189.97","636.94M","1.82%"
"02/15/2019","20,900.63","21,051.51","21,051.51","20,853.33","676.14M","-1.13%"
"02/14/2019","21,139.71","21,147.89","21,235.62","21,102.16","665.20M","-0.02%"
"02/13/2019","21,144.48","21,029.93","21,213.74","20,992.88","810.27M","1.34%"
"02/12/2019","20,864.21","20,442.55","20,885.88","20,428.57","866.91M","2.61%"
"02/08/2019","20,333.17","20,510.50","20,562.39","20,315.31","888.59M","-2.01%"
"02/07/2019","20,751.28","20,812.22","20,844.77","20,665.51","727.74M","-0.59%"
"02/06/2019","20,874.06","20,928.87","20,971.66","20,860.99","710.05M","0.14%"
"02/05/2019","20,844.45","20,960.47","20,981.23","20,823.18","674.93M","-0.19%"
"02/04/2019","20,883.77","20,831.90","20,922.58","20,823.68","686.88M","0.46%"
"02/01/2019","20,788.39","20,797.03","20,929.63","20,741.98","847.46M","0.07%"
"01/31/2019","20,773.49","20,832.91","20,869.42","20,682.91","779.60M","1.06%"
"01/30/2019","20,556.54","20,701.62","20,706.27","20,527.53","743.38M","-0.52%"
"01/29/2019","20,664.64","20,555.44","20,673.66","20,406.22","650.25M","0.08%"
"01/28/2019","20,649.00","20,746.29","20,759.48","20,624.55","585.54M","-0.60%"
"01/25/2019","20,773.56","20,598.64","20,844.31","20,598.64","705.06M","0.97%"
"01/24/2019","20,574.63","20,506.24","20,620.72","20,467.59","633.32M","-0.09%"
"01/23/2019","20,593.72","20,453.44","20,686.29","20,438.22","612.83M","-0.14%"
"01/22/2019","20,622.91","20,770.06","20,805.93","20,558.30","588.60M","-0.47%"
"01/21/2019","20,719.33","20,848.38","20,892.68","20,678.26","630.65M","0.26%"
"01/18/2019","20,666.07","20,472.81","20,682.12","20,454.13","666.63M","1.29%"
"01/17/2019","20,402.27","20,544.23","20,571.75","20,342.46","656.18M","-0.20%"
"01/16/2019","20,442.75","20,575.72","20,580.25","20,323.32","716.84M","-0.55%"
"01/15/2019","20,555.29","20,264.82","20,571.28","20,204.43","806.94M","0.96%"
"01/11/2019","20,359.70","20,296.45","20,389.89","20,294.74","801.21M","0.97%"
"01/10/2019","20,163.80","20,270.88","20,345.92","20,101.93","759.63M","-1.29%"
"01/09/2019","20,427.06","20,366.30","20,494.35","20,331.20","750.92M","1.10%"
"01/08/2019","20,204.04","20,224.67","20,347.92","20,106.36","891.35M","0.82%"
"01/07/2019","20,038.97","19,944.61","20,266.22","19,920.80","840.26M","2.44%"
"01/04/2019","19,561.96","19,655.13","19,692.58","19,241.37","943.71M","-2.26%"
"12/28/2018","20,014.77","19,957.88","20,084.38","19,900.04","727.89M","-0.31%"
"12/27/2018","20,077.62","19,706.19","20,211.57","19,701.76","959.03M","3.88%"
"12/26/2018","19,327.06","19,302.59","19,530.35","18,948.58","824.46M","0.89%"
"12/25/2018","19,155.74","19,785.43","19,785.43","19,117.96","978.98M","-5.01%"
"12/21/2018","20,166.19","20,310.50","20,334.73","20,006.67","1.20B","-1.11%"
"12/20/2018","20,392.58","20,779.93","20,841.34","20,282.93","993.35M","-2.84%"
"12/19/2018","20,987.92","21,107.17","21,168.62","20,880.73","838.04M","-0.60%"
"12/18/2018","21,115.45","21,275.51","21,330.36","21,101.44","830.37M","-1.82%"
"12/17/2018","21,506.88","21,391.73","21,563.27","21,363.67","654.13M","0.62%"
"12/14/2018","21,374.83","21,638.96","21,751.31","21,353.94","1.06B","-2.02%"
